# STN,Day,HH,   FH,   RH,    R,    O,    T,    Q,Gusts,Rain,Storms,Temp,Sunshine
240,24,18,40,0,0,0,231,104,,,,Warm,Sunny
240,24,19,30,0,0,0,220,50,,,,Warm,
240,24,20,30,0,0,0,203,12,,,,Warm,
240,24,21,30,0,0,0,199,0,,,,Cold,
240,24,22,40,0,0,0,195,0,,,,Cold,
240,24,23,40,0,0,0,183,0,,,,Cold,
240,24,24,20,0,0,0,168,0,,,,Cold,
240,25,1,30,0,0,0,167,0,,,,Cold,
240,25,2,20,0,0,0,159,0,,,,Cold,
240,25,3,20,0,0,0,161,0,,,,Cold,
240,25,4,20,0,0,0,165,4,,,,Cold,
240,25,5,10,0,0,0,190,31,,,,Cold,
240,25,6,20,0,0,0,202,79,,,,Warm,Sunny
240,25,7,20,0,0,0,219,135,,,,Warm,Sunny
240,25,8,30,0,0,0,232,190,,,,Warm,Sunny
240,25,9,30,0,0,0,250,242,,,,Warm,Sunny
240,25,10,40,0,0,0,250,282,,,,Warm,Sunny
240,25,11,40,0,0,0,260,307,,,,Warm,Sunny
240,25,12,50,0,0,0,260,317,,,,Warm,Sunny
240,25,13,40,0,0,0,266,312,,,,Warm,Sunny
240,25,14,40,0,0,0,271,283,,,,Warm,Sunny
240,25,15,40,0,0,0,271,254,,,,Warm,Sunny
240,25,16,50,0,0,0,270,209,,,,Warm,Sunny
240,25,17,50,0,0,0,263,156,,,,Warm,Sunny
240,25,18,50,0,0,0,257,102,,,,Warm,Sunny
240,25,19,50,0,0,0,246,49,,,,Warm,
240,25,20,50,0,0,0,234,12,,,,Warm,
240,25,21,40,0,0,0,220,0,,,,Warm,
240,25,22,30,0,0,0,213,0,,,,Warm,
240,25,23,40,0,0,0,209,0,,,,Warm,
240,25,24,40,0,0,0,203,0,,,,Warm,
240,26,1,40,0,0,0,200,0,,,,Cold,
240,26,2,30,0,0,0,194,0,,,,Cold,
240,26,3,30,0,0,0,190,0,,,,Cold,
240,26,4,30,0,0,0,190,3,,,,Cold,
240,26,5,30,0,0,0,204,32,,,,Warm,
240,26,6,30,0,0,0,219,79,,,,Warm,Sunny
240,26,7,20,0,0,0,235,134,,,,Warm,Sunny
240,26,8,20,0,0,0,254,187,,,,Warm,Sunny
240,26,9,30,0,0,0,268,237,,,,Warm,Sunny
240,26,10,40,0,0,0,271,281,,,,Warm,Sunny
240,26,11,40,0,0,0,273,308,,,,Warm,Sunny
240,26,12,40,0,0,0,276,318,,,,Warm,Sunny
240,26,13,40,0,0,0,282,313,,,,Warm,Sunny
240,26,14,30,0,0,0,286,285,,,,Warm,Sunny
240,26,15,30,0,0,0,288,256,,,,Warm,Sunny
240,26,16,30,0,0,0,287,210,,,,Warm,Sunny
240,26,17,30,0,0,0,284,158,,,,Warm,Sunny
240,26,18,30,0,0,0,274,103,,,,Warm,Sunny
240,26,19,30,0,0,0,260,50,,,,Warm,
240,26,20,20,0,0,0,246,11,,,,Warm,
240,26,21,20,0,0,0,236,0,,,,Warm,
240,26,22,10,0,0,0,219,0,,,,Warm,
240,26,23,10,0,0,0,208,0,,,,Warm,
240,26,24,10,0,0,0,203,0,,,,Warm,
240,27,1,10,0,0,0,185,0,,,,Cold,
240,27,2,20,0,0,0,195,0,,,,Cold,
240,27,3,20,0,0,0,196,0,,,,Cold,
240,27,4,20,0,0,0,187,3,,,,Cold,
240,27,5,20,0,0,0,195,27,,,,Cold,
240,27,6,20,0,0,0,216,72,,,,Warm,Sunny
240,27,7,30,0,0,0,222,99,,,,Warm,Sunny
240,27,8,30,0,0,0,241,176,,,,Warm,Sunny
240,27,9,40,0,0,0,256,233,,,,Warm,Sunny
240,27,10,60,0,0,0,265,280,,,,Warm,Sunny
240,27,11,70,0,0,0,270,309,,,,Warm,Sunny
240,27,12,70,0,0,0,265,303,,,,Warm,Sunny
240,27,13,70,0,0,0,265,284,,,,Warm,Sunny
240,27,14,60,0,0,0,271,289,,,,Warm,Sunny
240,27,15,50,0,0,0,266,225,,,,Warm,Sunny
240,27,16,70,0,0,0,254,169,,,,Warm,Sunny
240,27,17,80,0,0,0,214,101,Heavy Wind,,,Warm,Sunny
240,27,18,80,0,0,0,209,73,Heavy Wind,,,Warm,Sunny
240,27,19,60,0,0,0,195,29,,,,Cold,
240,27,20,60,0,0,0,188,6,,,,Cold,
240,27,21,60,0,0,0,187,0,,,,Cold,
240,27,22,60,0,0,0,181,0,,,,Cold,
240,27,23,60,0,0,0,174,0,,,,Cold,
240,27,24,60,0,0,0,171,0,,,,Cold,
240,28,1,60,0,0,0,168,0,,,,Cold,
240,28,2,50,0,0,0,167,0,,,,Cold,
240,28,3,40,0,0,0,161,0,,,,Cold,
240,28,4,50,0,0,0,160,2,,,,Cold,
240,28,5,50,0,0,0,162,25,,,,Cold,
240,28,6,70,0,0,0,167,75,,,,Cold,Sunny
240,28,7,80,0,0,0,174,113,Heavy Wind,,,Cold,Sunny
240,28,8,70,0,0,0,175,158,,,,Cold,Sunny
240,28,9,70,0,0,0,189,194,,,,Cold,Sunny
240,28,10,80,0,0,0,194,253,Heavy Wind,,,Cold,Sunny
240,28,11,80,0,0,0,188,284,Heavy Wind,,,Cold,Sunny
240,28,12,80,0,0,0,183,300,Heavy Wind,,,Cold,Sunny
240,28,13,70,0,0,0,194,309,,,,Cold,Sunny
240,28,14,80,0,0,0,189,300,Heavy Wind,,,Cold,Sunny
240,28,15,100,0,0,0,192,240,Heavy Wind,,,Cold,Sunny
240,28,16,80,0,0,0,190,200,Heavy Wind,,,Cold,Sunny
240,28,17,70,0,0,0,184,155,,,,Cold,Sunny
240,28,18,50,0,0,0,183,107,,,,Cold,Sunny
240,28,19,50,0,0,0,173,53,,,,Cold,
240,28,20,50,0,0,0,163,13,,,,Cold,
240,28,21,30,0,0,0,155,0,,,,Cold,
240,28,22,20,0,0,0,151,0,,,,Cold,
240,28,23,20,0,0,0,147,0,,,,Cold,
240,28,24,30,0,0,0,149,0,,,,Cold,
240,29,1,20,0,0,0,141,0,,,,Cold,
240,29,2,10,0,0,0,127,0,,,,Cold,
240,29,3,20,0,0,0,120,0,,,,Cold,
240,29,4,20,0,0,0,130,4,,,,Cold,
240,29,5,20,0,0,0,144,33,,,,Cold,
240,29,6,20,0,0,0,157,57,,,,Cold,
240,29,7,20,0,0,0,172,112,,,,Cold,Sunny
240,29,8,20,0,0,0,189,179,,,,Cold,Sunny
240,29,9,20,0,0,0,197,215,,,,Cold,Sunny
240,29,10,20,0,0,0,210,268,,,,Warm,Sunny
240,29,11,20,0,0,0,214,284,,,,Warm,Sunny
240,29,12,20,0,0,0,226,253,,,,Warm,Sunny
240,29,13,20,0,0,0,228,289,,,,Warm,Sunny
240,29,14,20,0,0,0,233,289,,,,Warm,Sunny
240,29,15,30,0,0,0,231,251,,,,Warm,Sunny
240,29,16,50,0,0,0,216,205,,,,Warm,Sunny
240,29,17,60,0,0,0,204,86,,,,Warm,Sunny
240,29,18,50,0,0,0,193,32,,,,Cold,
240,29,19,40,-1,1,0,189,6,,Rain,,Cold,
240,29,20,40,-1,1,0,193,4,,Rain,,Cold,
240,29,21,40,0,0,0,191,0,,,,Cold,
240,29,22,40,0,0,0,187,0,,,,Cold,
240,29,23,30,0,0,0,185,0,,,,Cold,
240,29,24,30,0,0,0,184,0,,,,Cold,
240,30,1,30,0,0,0,180,0,,,,Cold,
240,30,2,30,0,0,0,170,0,,,,Cold,
240,30,3,30,0,0,0,164,0,,,,Cold,
240,30,4,40,0,0,0,162,1,,,,Cold,
240,30,5,40,0,0,0,170,12,,,,Cold,
240,30,6,40,0,0,0,174,35,,,,Cold,
240,30,7,50,0,0,0,177,65,,,,Cold,
240,30,8,50,0,0,0,189,109,,,,Cold,Sunny
240,30,9,50,0,0,0,196,145,,,,Cold,Sunny
240,30,10,60,0,0,0,199,216,,,,Cold,Sunny
240,30,11,60,0,0,0,201,232,,,,Warm,Sunny
240,30,12,60,0,0,0,195,221,,,,Cold,Sunny
240,30,13,70,0,0,0,198,264,,,,Cold,Sunny
240,30,14,70,0,0,0,187,205,,,,Cold,Sunny
240,30,15,60,0,0,0,177,107,,,,Cold,Sunny
240,30,16,50,0,0,0,178,76,,,,Cold,Sunny
240,30,17,40,-1,1,0,175,48,,Rain,,Cold,
240,30,18,50,4,1,0,152,8,,Rain,,Cold,
240,30,19,40,6,1,0,149,4,,Rain,,Cold,
240,30,20,40,0,0,0,151,1,,,,Cold,
240,30,21,40,-1,1,0,147,0,,Rain,,Cold,
240,30,22,30,-1,1,0,145,0,,Rain,,Cold,
240,30,23,30,-1,1,0,143,0,,Rain,,Cold,
240,30,24,30,-1,1,0,139,0,,Rain,,Cold,
